,title,price,link
109,"HP Pavilion 15, 13th Gen Intel Core i7-1360P, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xáµ‰ graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.74 kg), eg3036TU  ","83,990",https://www.amazon.in//HP-Pavilion-i7-1360P-15-6-inch-Graphics/dp/B0C3V556WG/ref=sr_1_162?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.yBvjgdu_DbvyLgs0oatFEKJ0RQQppROyREV0I_nJvZeI7emH6Wm5bAfdeJqFrLXg61K3pbzfLNOu6cnsYnbPVwgBWGAGBr2r9WNsgARjDVlZGi_004B2gjCargkiHpea79KCSlCYEvBQjE85d3JlathxoZLOqIb2pbcE_V1w4texwtAZvzluVZczF2DyA_sPVMjjMalNsOnJlz8l-CNCjC3PvDTauUVBSDZ7dsAj260.oA1LDs5x9w6E2RehYYBGKylGA2u51pDb7KPynvRzshs&dib_tag=se&keywords=laptop&qid=1719413039&sprefix=laptop%2Caps%2C243&sr=8-162
110,"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU  ","58,990",https://www.amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2053TU/dp/B0B1MDHJCC/ref=sr_1_163?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.yBvjgdu_DbvyLgs0oatFEKJ0RQQppROyREV0I_nJvZeI7emH6Wm5bAfdeJqFrLXg61K3pbzfLNOu6cnsYnbPVwgBWGAGBr2r9WNsgARjDVlZGi_004B2gjCargkiHpea79KCSlCYEvBQjE85d3JlathxoZLOqIb2pbcE_V1w4texwtAZvzluVZczF2DyA_sPVMjjMalNsOnJlz8l-CNCjC3PvDTauUVBSDZ7dsAj260.oA1LDs5x9w6E2RehYYBGKylGA2u51pDb7KPynvRzshs&dib_tag=se&keywords=laptop&qid=1719413039&sprefix=laptop%2Caps%2C243&sr=8-163
111,"
ASUS Vivobook Go 14 (2023), 14"" (35.56 cm) FHD (1920 x
                    1080) 16:9, Intel Celeron N4500, Thin and Light Laptop (8GB
                    RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Black/1.3
                    Kg), E410KA-EK013W

","22,990",https://www.amazon.in//ASUS-Vivobook-35-56-1920-1080/dp/B0CZXM6V2X/ref=sr_1_3?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5KcEyJJLo0qSsfMuwpmqNqz7WiZMW_eo1NReISXz_Dt-1xCxVtN5bToSjjttDid7OgRvAMxBaAngU-u170imolbkQpED63XBr3xU4qwIvxSOqQ-ZHHNK5Mc8d76Sz8B629Wpf1G2VOpRS9RyXWSLrn7O7e6EIgeLMvVhtvBX2HKQXfK3OdMqswXwrV0_uHXC7GtjvZrcZ1if7tTNwp_cHpU.vwDNyLzimiTEHEtifBzN18_OeF4cpuO5-MkifTWf7TM&dib_tag=se&keywords=laptop&qid=1719413014&sprefix=laptop%2Caps%2C243&sr=8-3
112,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU  ","36,970",https://www.amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_16?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5KcEyJJLo0qSsfMuwpmqNqz7WiZMW_eo1NReISXz_Dt-1xCxVtN5bToSjjttDid7OgRvAMxBaAngU-u170imolbkQpED63XBr3xU4qwIvxSOqQ-ZHHNK5Mc8d76Sz8B629Wpf1G2VOpRS9RyXWSLrn7O7e6EIgeLMvVhtvBX2HKQXfK3OdMqswXwrV0_uHXC7GtjvZrcZ1if7tTNwp_cHpU.vwDNyLzimiTEHEtifBzN18_OeF4cpuO5-MkifTWf7TM&dib_tag=se&keywords=laptop&qid=1719413014&sprefix=laptop%2Caps%2C243&sr=8-16
113,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS  ","47,990",https://www.amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_164?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.yBvjgdu_DbvyLgs0oatFEKJ0RQQppROyREV0I_nJvZeI7emH6Wm5bAfdeJqFrLXg61K3pbzfLNOu6cnsYnbPVwgBWGAGBr2r9WNsgARjDVlZGi_004B2gjCargkiHpea79KCSlCYEvBQjE85d3JlathxoZLOqIb2pbcE_V1w4texwtAZvzluVZczF2DyA_sPVMjjMalNsOnJlz8l-CNCjC3PvDTauUVBSDZ7dsAj260.oA1LDs5x9w6E2RehYYBGKylGA2u51pDb7KPynvRzshs&dib_tag=se&keywords=laptop&qid=1719413039&sprefix=laptop%2Caps%2C243&sr=8-164
114,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN  ","63,890",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MDIyNzU4MzY5NzMxNzc6MTcxOTQxMzAzOTpzcF9idGY6MzAwMTAzNDk4NTg2MDMyOjowOjo&url=%2FLenovo-IdeaPad-300Nits-BacklitKB-83BF0043IN%2Fdp%2FB0CNK1VTZW%2Fref%3Dsr_1_165_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.yBvjgdu_DbvyLgs0oatFEKJ0RQQppROyREV0I_nJvZeI7emH6Wm5bAfdeJqFrLXg61K3pbzfLNOu6cnsYnbPVwgBWGAGBr2r9WNsgARjDVlZGi_004B2gjCargkiHpea79KCSlCYEvBQjE85d3JlathxoZLOqIb2pbcE_V1w4texwtAZvzluVZczF2DyA_sPVMjjMalNsOnJlz8l-CNCjC3PvDTauUVBSDZ7dsAj260.oA1LDs5x9w6E2RehYYBGKylGA2u51pDb7KPynvRzshs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413039%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
115,KRESHU 50 Litre Travel Backpack | Laptop Backpacks for Men Women | Shoulder Bag with USB Charging Port | College Bag Fits 17 Inch Laptop (Black)  ,"1,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MDIyNzU4MzY5NzMxNzc6MTcxOTQxMzAzOTpzcF9idGY6MzAwMjM0MTk0MTQ1ODMyOjowOjo&url=%2FKRESHU-Backpack-Laptop-Backpacks-Shoulder%2Fdp%2FB0CX97Y7XY%2Fref%3Dsr_1_166_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.yBvjgdu_DbvyLgs0oatFEKJ0RQQppROyREV0I_nJvZeI7emH6Wm5bAfdeJqFrLXg61K3pbzfLNOu6cnsYnbPVwgBWGAGBr2r9WNsgARjDVlZGi_004B2gjCargkiHpea79KCSlCYEvBQjE85d3JlathxoZLOqIb2pbcE_V1w4texwtAZvzluVZczF2DyA_sPVMjjMalNsOnJlz8l-CNCjC3PvDTauUVBSDZ7dsAj260.oA1LDs5x9w6E2RehYYBGKylGA2u51pDb7KPynvRzshs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413039%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
116,"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00  ","47,990",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NTM0MjQ2ODUxMTkwMTc3OjE3MTk0MTMwNDI6c3BfYXRmX25leHQ6MzAwMDA5OTIzMTYzMTMyOjowOjo&url=%2FLenovo-ThinkPad-Graphics-Keyboard-21JRS00T00%2Fdp%2FB0C7J16NYC%2Fref%3Dsr_1_161_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413042%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
117,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD IPS Anti-Glare (16GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr Warranty/3months Game Pass/Storm Grey/1.85Kg), 82SF008YIN  ","58,990",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NTM0MjQ2ODUxMTkwMTc3OjE3MTk0MTMwNDI6c3BfYXRmX25leHQ6MjAxNjM1OTU1MTE5OTg6OjA6Og&url=%2FLenovo-i5-1235U-Anti-Glare-Warranty-82SF008YIN%2Fdp%2FB0B7R5XVF3%2Fref%3Dsr_1_162_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413042%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
118,"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTXâ„¢ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN  ","4,79,990",https://www.amazon.in//MSI-CreatorPro-i9-13980HX-Creator-A13VKS-249IN/dp/B0CD7GZD42/ref=sr_1_163?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-163
119,"HP Pavilion 15, 13th Gen Intel Core i7-1360P, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xáµ‰ graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.74 kg), eg3036TU  ","83,990",https://www.amazon.in//HP-Pavilion-i7-1360P-15-6-inch-Graphics/dp/B0C3V556WG/ref=sr_1_164?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-164
120,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Arctic Grey/1.62Kg), 83EM0023IN  ","58,400",https://www.amazon.in//Lenovo-IdeaPad-i5-13420H-39-6cm-83EM0023IN/dp/B0CWRQP49Y/ref=sr_1_165?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-165
121,"ASUS Vivobook 15 OLED (2023), Intel Core i5-13500H 13th Gen, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xáµ‰/Win 11/Office 2021/Backlit KB/Black/1.7 kg), X1505VA-LK541WS  ","64,990",https://www.amazon.in//ASUS-Vivobook-i5-13500H-Backlit-X1505VA-LK541WS/dp/B0C1GHJB4X/ref=sr_1_166?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-166
122,"HP Pavilion Plus 13th Gen Intel EVO Ci7-13700H (16 GB LPDDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 3050 6GB, WQXGA OLED 16""(40.6 cm),Backlit KB, (Win11,+MSO'21-N.Silver,1.9kg,),16-ab0456TX Gaming Laptop  ","1,09,490",https://www.amazon.in//HP-Pavilion-i7-13700H-Graphics-16-ab0456TX/dp/B0CJJY3PGH/ref=sr_1_167?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-167
123,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN  ","28,990",https://www.amazon.in//Lenovo-IdeaPad-Windows-Warranty-82VG00EQIN/dp/B0CN18M8CM/ref=sr_1_17?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5KcEyJJLo0qSsfMuwpmqNqz7WiZMW_eo1NReISXz_Dt-1xCxVtN5bToSjjttDid7OgRvAMxBaAngU-u170imolbkQpED63XBr3xU4qwIvxSOqQ-ZHHNK5Mc8d76Sz8B629Wpf1G2VOpRS9RyXWSLrn7O7e6EIgeLMvVhtvBX2HKQXfK3OdMqswXwrV0_uHXC7GtjvZrcZ1if7tTNwp_cHpU.vwDNyLzimiTEHEtifBzN18_OeF4cpuO5-MkifTWf7TM&dib_tag=se&keywords=laptop&qid=1719413014&sprefix=laptop%2Caps%2C243&sr=8-17
124,"Dell Inspiron 3520 Laptop, Intel Core i5-1235U Processor, 16GB,512GB,15.6"" (39.62cm) FHD Display, Backlit Keyboard, Win 11 + MSO'21,15 Month McAfee, Silver, Thin & Light-1.65kg  ","52,250",https://www.amazon.in//Dell-Inspiron-3520-Processor-Light-1-65kg/dp/B0CJJYCYSQ/ref=sr_1_168?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-168
125,"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU  ","58,990",https://www.amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2053TU/dp/B0B1MDHJCC/ref=sr_1_169?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-169
126,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i7-13620H with RTX 4050 6 GB Graphics (16 GB DDR5/1 TB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-51, 39.6 cm (15.6"") Full HD IPS Display, 2.1 KG  ","94,990",https://www.amazon.in//Acer-i7-13620H-Graphics-Windows-ANV15-51/dp/B0D2DG7PC9/ref=sr_1_170?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-170
127,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14""(35.5cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 82XD003MIN  ","65,990",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NTM0MjQ2ODUxMTkwMTc3OjE3MTk0MTMwNDI6c3BfbXRmOjMwMDA0ODI4NDM2ODQzMjo6MDo6&url=%2FLenovo-IdeaPad-13420H-Backlit-82XD003NIN%2Fdp%2FB0C9HTBMLW%2Fref%3Dsr_1_171_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413042%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
128,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00  ","70,900",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NTM0MjQ2ODUxMTkwMTc3OjE3MTk0MTMwNDI6c3BfbXRmOjMwMDEzNjAzNjQ3NDMzMjo6MDo6&url=%2FLenovo-ThinkPad-Windows-Keyboard-21JKS0UA00%2Fdp%2FB0CSYS3TPS%2Fref%3Dsr_1_172_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413042%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
129,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN  ","72,990",https://www.amazon.in//MSI-i5-12450H-Windows-Translucent-A12VE-071IN/dp/B0BW9L9NMM/ref=sr_1_173?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-173
130,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 6800H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 4GB/RGB Keyboard/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00V5IN  ","62,990",https://www.amazon.in//Lenovo-IdeaPad-39-62cm-Keyboard-82SB00V5IN/dp/B0CGV5JRSK/ref=sr_1_174?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-174
131,"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)  ","60,990",https://www.amazon.in//Samsung-NP750XFG-KB1IN-Galaxy-Book3/dp/B0BVW6R9CH/ref=sr_1_175?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IaSsCy6CzqYsCKohYIAhgbq4jYNbiQGh0AQlpn8ZaU2C9NycAeoO3FoksRGtVQjg7LjWJH6lcmr7nSxhr0rKg_j1I61lS-AVePlZlHMQnHCd8UR7GdBkFWkbe14X95XAra1N0NG16Uask5YL4wLXftH06iGb8qgrHqU86jJgUY2NKpvZC98YuBxu90czOrrEgtzX_UuAfV1qaXSjlArt_eAcpwfk-Rdw_uN70NBthj0.PDsOjMCQ41Y1B1tnaBdv86K5JE-JCeXh2Gcm2y0bGVs&dib_tag=se&keywords=laptop&qid=1719413042&sprefix=laptop%2Caps%2C243&sr=8-175
