,title,price,link
200,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Semi Waterproof USB with Anti Theft Pocket Travel Backpack  ,"2,948",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNjU1ODExMzgyMzUxMTc3OjE3MTk0MTMwNTE6c3BfbXRmOjMwMDEzOTg2MjczOTQzMjo6MDo6&url=%2FSwisslook-Polyester-15-6-inch-Backpack-Waterproof%2Fdp%2FB07XYTZP4Z%2Fref%3Dsr_1_220_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413051%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-220-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
201,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i7-13620H (Windows 11 Home/16 GB DDR5/512 GB SSD/6 GB NVIDIA GeForce RTX 3050 Graphics/165 Hz/Wi-Fi 6) ANV15-51, 39.6 cm (15.6"") FHD IPS Display, 2.1 KG  ","83,990",https://www.amazon.in//Acer-i7-13620H-Windows-Graphics-ANV15-51/dp/B0CSJRN3PJ/ref=sr_1_221?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-221
202,"HP Smart Choice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,512GB SSD,Backlit KB, B&O,(Win 11,MSO,Silver,2.37 kg),fa1319TX  ","78,990",https://www.amazon.in//HP-i5-13420H-15-6-inch-Backlit-fa1319TX/dp/B0D1YJR2ZY/ref=sr_1_222?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-222
203,"Lenovo Legion Pro 5 Intel Core i9-14900HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg), 83DF003PIN  ","1,97,490",https://www.amazon.in//Lenovo-i9-14900HX-40-64cm-500Nits-83DF003PIN/dp/B0CXPY5HF2/ref=sr_1_223?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-223
204,"HP OMEN Gaming Laptop, 13th Gen Intel Core i7-13700HX, 8GB RTX 4060 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.35 kg), wf0111TX  ","1,21,990",https://www.amazon.in//HP-i7-13700HX-16-1-inch-Backlit-wf0111TX/dp/B0D4QXZ7NV/ref=sr_1_224?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-224
205,"Dell 15 Thin & Light Laptop, 13th Genaration Intel Core i5-1335U Processor/ 8GB/ 1TB SSD/ 15.6"" (39.62cm) FHD Display/Backlit Key Board/Silver/Win 11 + MSO'21/15 Month McAfee/ 1.66kg  ","58,490",https://www.amazon.in//Dell-Inspiron-i5-1335U-Processor-Light-1-66kg/dp/B0CDBTQLNJ/ref=sr_1_225?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-225
206,"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB/6GB RTX 4050 /Win11/70WHr /Black/1.8 kg), K3605ZU-MB541WS  ","79,990",https://www.amazon.in//ASUS-Creator-Vivobook-i5-12450H-K3605ZU-MB541WS/dp/B0C5N4K9HB/ref=sr_1_226?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-226
207,"Samsung Galaxy Book2 360 13.3"" AMOLED Display Intel 12th Gen core i5-1240U Processor, 16 GB RAM, 512 GB, Dolby Atmos Sound  ","64,990",https://www.amazon.in//Samsung-Galaxy-Display-i5-1240U-Processor/dp/B09XMSTSSC/ref=sr_1_227?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-227
208,"Dell Inspiron 7430 2in1 Touch Laptop, 13th Gen Intel Core i3-1315U/8GB/1TB SSD/14.0"" (35.56cm) FHD+,16:10 Aspect Ratio/Backlit KB+FPR/Win 11+MSO'21/15 Months McAfee/Platinum Silver/Thin & Light-1.58kg  ","66,299",https://www.amazon.in//Dell-Inspiron-7430-i3-1315U-35-56cm/dp/B0C913ZNX6/ref=sr_1_228?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM&dib_tag=se&keywords=laptop&qid=1719413051&sprefix=laptop%2Caps%2C243&sr=8-228
209,"Tribit[Upgraded Version XSound Go 16W 5.0 Bluetooth Speaker with Loud Sound & Rich Bass, 24H Playtime, IPX7 Waterproof, Wireless Stereo Pairing, Type-C, Portable Speaker for Home/Outdoor/Travel Black  ","2,799",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNjU1ODExMzgyMzUxMTc3OjE3MTk0MTMwNTE6c3BfYnRmOjMwMDIwODg2MzU3MjQzMjo6MDo6&url=%2FBluetooth-Tribit-Upgraded-Portable-Waterproof%2Fdp%2FB078S4P3J9%2Fref%3Dsr_1_229_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413051%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-229-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
210,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83GS003NIN  ","65,990",https://www.amazon.in//Lenovo-i5-12450HX-300Nits-Graphics-83GS003NIN/dp/B0D49RN3X6/ref=sr_1_19?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-19
211,"Red Lemon Titan Ultrafit Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women 35L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack (Without Bottle Holder), Black  ","3,847",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNjU1ODExMzgyMzUxMTc3OjE3MTk0MTMwNTE6c3BfYnRmOjMwMDEzOTg2Mjc0MDIzMjo6MDo6&url=%2FRed-Lemon-Plus-Travelling-1908%2Fdp%2FB082Y7TZ8Z%2Fref%3Dsr_1_230_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.IXB0Ll-KBdvLk8Vz3VYSpsowKKDGvQAzIUWamqaRfMzquGjObql9gJkWNHHnvIMHdtZqZsPn4dSXI5TkrKpCBSyVobGkrkDS0G6zBNkWjOgRWzNg6SA_hgnB3J6fyKF8InboPo1-eTqmfKxHZGAawU1UevrwpAvT3uIZRePS_H1sR1d25TrQHJLW2PjJYXELBbF88nqREjS-bS4A-qoBZ6VMpbjcoeapDsBbMDtsT-A.usTDyRRY9cd9oOTT0zhu3rfSVjDWOI6O2zmj0eUZ6YM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413051%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-230-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
212,OneAssist 2 Years Total Protection Plan for Laptop Between INR 60001-70000 (E-Mail Delivery Only)  ,"3,299",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MzIwNzMxMjI5MzExNzc6MTcxOTQxMzA1NDpzcF9hdGZfbmV4dDozMDAxNjY2OTA5MjAzMzI6OjA6Og&url=%2FOneAssist-Protection-Between-60001-70000-Delivery%2Fdp%2FB0CM723LWF%2Fref%3Dsr_1_225_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413054%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
213,RICHSIGN LEATHER ACCESSORIES Unisex Messenger Bags  ,"3,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MzIwNzMxMjI5MzExNzc6MTcxOTQxMzA1NDpzcF9hdGZfbmV4dDoyMDA2NDQyNTMyNjIwNDo6MDo6&url=%2FRICHSIGN-Briefcase-Messenger-Dimension-L-16-Weight-1-4%2Fdp%2FB083GYP1N9%2Fref%3Dsr_1_226_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413054%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-226-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
214,"Dell Inspiron 7430 2in1 Touch Laptop, 13th Gen Intel Core i3-1315U/8GB/1TB SSD/14.0"" (35.56cm) FHD+,16:10 Aspect Ratio/Backlit KB+FPR/Win 11+MSO'21/15 Months McAfee/Platinum Silver/Thin & Light-1.58kg  ","66,299",https://www.amazon.in//Dell-Inspiron-7430-i3-1315U-35-56cm/dp/B0C913ZNX6/ref=sr_1_227?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-227
215,"Lenovo LOQ AI Powered AMD Ryzen 7 7840HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT004KIN  ","1,00,500",https://www.amazon.in//Lenovo-Powered-7840HS-350Nits-82XT004KIN/dp/B0CR1J892Z/ref=sr_1_228?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-228
216,"MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 60Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce GTX 1650 Max Q, GDDR6 4GB/Black/1.8Kg), 11SC-1493IN  ","52,280",https://www.amazon.in//MSI-i5-11260H-Windows-GeForce-11SC-1493IN/dp/B0CW9KVNJW/ref=sr_1_229?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-229
217,"ASUS TUF Gaming F15 Gaming Laptop,Intel Core i7-12700H 12th Gen,4GB NVIDIA GeForce RTX 3050, 15.6-inch(39.62 cms) FHD 144Hz,(16GB RAM /1TB SSD/Windows 11/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192W  ","89,990",https://www.amazon.in//ASUS-15-6-inch-i7-12700H-GeForce-FX577ZC-HN192W/dp/B0CCYDKS4P/ref=sr_1_230?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-230
218,"ASUS Creator Series Vivobook 16X 2023, Intel Core i9-13900H 13th Gen, 16.0-inch FHD+ 120Hz, Creator/Gaming Laptop (16GB/1TB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FP/Black/1.80 kg),K3605VC-MB951WS  ","1,07,990",https://www.amazon.in//ASUS-Vivobook-i9-13900H-16-0-inch-K3605VC-MB951WS/dp/B0C37C3THC/ref=sr_1_231?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-231
219,"ASUS VivoBook K15 OLED (2021), 15.6"" (39.62 cms) FHD OLED, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Office 2021/Windows 11/Silver/1.8 Kg) K513EA-L313WS  ","45,990",https://www.amazon.in//ASUS-VivoBook-i3-1115G4-Integrated-K513EA-L313WS/dp/B09LJ4GLQY/ref=sr_1_232?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-232
220,"[Smart Choice] HP OMEN Gaming Laptop, AMD Ryzen 7 7840HS, 8GB RTX 4060 GPU, 16.1""(40.9 cm), FHD, IPS, 165 Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB KB, 7ms Response time (Win 11, Black, 2.32 kg), xd0020AX  ","1,12,990",https://www.amazon.in//Choice-HP-Gaming-Response-xd0020AX/dp/B0CCVZP835/ref=sr_1_233?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-233
221,"ASUS VivoBook 15 (2021) Thin and Light Laptop, Dual Core Intel Celeron N4020, 15.6-inch (39.62 cm) HD, (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W  ","22,990",https://www.amazon.in//ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_4?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5KcEyJJLo0qSsfMuwpmqNqz7WiZMW_eo1NReISXz_Dt-1xCxVtN5bToSjjttDid7OgRvAMxBaAngU-u170imolbkQpED63XBr3xU4qwIvxSOqQ-ZHHNK5Mc8d76Sz8B629Wpf1G2VOpRS9RyXWSLrn7O7e6EIgeLMvVhtvBX2HKQXfK3OdMqswXwrV0_uHXC7GtjvZrcZ1if7tTNwp_cHpU.vwDNyLzimiTEHEtifBzN18_OeF4cpuO5-MkifTWf7TM&dib_tag=se&keywords=laptop&qid=1719413014&sprefix=laptop%2Caps%2C243&sr=8-4
222,"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & light, Intel Iris Xáµ‰ graphics, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU  ","40,980",https://www.amazon.in//HP-i3-1315U-15-6-inch-Graphics-Speakers/dp/B0C3RF3HT3/ref=sr_1_20?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-20
223,"Lenovo IdeaPad Pro 5 Intel Core i7 13700H 16 Inch (40.6cm) 2.5K IPS 350Nits 120Hz Laptop (16GB/1TB SSD/NVDIA RTX 3050/Win 11/MSOffice/Backlit/FHD Camera/Alexa/3 month Game Pass/Grey/1.95Kg),83AQ005SIN  ","1,09,190",https://www.amazon.in//Lenovo-IdeaPad-350Nits-MSOffice-83AQ005SIN/dp/B0CGVBF5WW/ref=sr_1_234?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.oFk2P3kOSYWe4XQ35TWmbKGy6_b8GCzj1mvi9Zi5b3MCINqlSk0zrFXL7RlAnRULiW0RYDUGezGwRCPM-qEYBfL5pDYTMMD5qFMro0VmXpvfV5RQ4t1N3CulyFjle_DAYQkA26WN7igDWhfZI0uS39MFV_sGSGlcOFu185qLMARJEJzxogechQCemC2jqblmxC9Io8L3SvI9gQo8Dt7PpqEJNegd8OGM5WhO3VTZSgw.SjV8NlaXEniEmsfG5p_UvFADnIOXDmV3qS0rZBjkTrY&dib_tag=se&keywords=laptop&qid=1719413054&sprefix=laptop%2Caps%2C243&sr=8-234
